Date,ABBV,BIIB,CI,CVS,HCA,MCK,MRNA,REGN,TEVA,VRTX,^GSPC
2022-05-10,132.57522583007812,195.0,242.56101989746094,85.79426574707031,216.9904327392578,323.3647155761719,132.32000732421875,610.962646484375,7.489999771118164,240.16000366210938,4001.050048828125
2022-05-11,132.46189880371094,191.07000732421875,242.14227294921875,85.64566040039062,202.53021240234375,325.5804138183594,123.43000030517578,608.9361572265625,7.380000114440918,234.9600067138672,3935.179931640625
2022-05-12,134.49293518066406,194.32000732421875,241.9840545654297,85.87293243408203,206.6575164794922,315.69805908203125,130.1699981689453,629.7058715820312,7.510000228881836,240.85000610351562,3930.080078125
2022-05-13,133.80429077148438,199.11000061035156,241.20233154296875,85.19993591308594,207.7401580810547,317.8843994140625,137.91000366210938,641.1882934570312,7.760000228881836,246.72000122070312,4023.889892578125
2022-05-16,135.52151489257812,198.3800048828125,247.99574279785156,86.13512420654297,204.56973266601562,321.4039001464844,136.25999450683594,650.6146240234375,7.909999847412109,254.1699981689453,4008.010009765625
2022-05-17,134.92005920410156,202.89999389648438,252.5184326171875,86.86055755615234,208.75506591796875,326.6294860839844,142.27999877929688,663.0804443359375,8.399999618530273,261.8399963378906,4088.85009765625
2022-05-18,132.87155151367188,195.7100067138672,239.69479370117188,82.17579650878906,199.89138793945312,314.36474609375,137.7100067138672,654.7765502929688,8.279999732971191,252.35000610351562,3923.679931640625
2022-05-19,132.25270080566406,193.08999633789062,239.0526885986328,81.40664672851562,196.34397888183594,312.87451171875,143.3800048828125,652.7403564453125,8.3100004196167,255.4499969482422,3900.7900390625
2022-05-20,131.63381958007812,199.64999389648438,241.48153686523438,82.9711685180664,197.93887329101562,316.5313720703125,136.25,656.7035522460938,8.470000267028809,258.5899963378906,3901.360107421875
2022-05-23,129.03616333007812,199.39999389648438,245.09231567382812,83.5305404663086,198.19020080566406,321.2078552246094,137.6199951171875,677.3341064453125,8.449999809265137,268.3500061035156,3973.75
2022-05-24,129.9775848388672,202.5399932861328,246.57192993164062,84.29967498779297,197.9195098876953,322.35491943359375,132.05999755859375,681.4166259765625,8.449999809265137,268.4800109863281,3941.47998046875
2022-05-25,132.46189880371094,202.36000061035156,247.30711364746094,84.9114990234375,199.2727813720703,326.9432373046875,130.85000610351562,686.2439575195312,9.0,270.8399963378906,3978.72998046875
2022-05-26,131.250244140625,204.22000122070312,250.21983337402344,85.4796142578125,204.71469116210938,329.8255920410156,135.8000030517578,678.8538818359375,9.079999923706055,269.6499938964844,4057.840087890625
2022-05-27,130.75335693359375,206.1999969482422,253.4955596923828,85.69812774658203,208.34909057617188,328.3941955566406,147.66000366210938,688.1510620117188,9.039999961853027,273.7300109863281,4158.240234375
2022-05-31,128.46083068847656,200.0,249.6708221435547,84.5618896484375,203.37112426757812,322.6999206542969,145.3300018310547,660.279296875,9.100000381469727,268.6499938964844,4132.14990234375
2022-06-01,127.2840576171875,200.0,246.21829223632812,84.37833404541016,200.036376953125,316.3379821777344,143.39999389648438,654.4984130859375,9.329999923706055,269.4100036621094,4101.22998046875
2022-06-02,127.92040252685547,198.50999450683594,245.14810180664062,84.9814224243164,204.1250762939453,312.7741394042969,140.17999267578125,626.4678344726562,9.520000457763672,270.04998779296875,4176.81982421875
